split_seed,price_per_million,fixed_n,fixed_utility,adaptive_utility,relative_utility_improvement_percent,fixed_output_tokens,adaptive_output_tokens,fixed_cost_dollars,adaptive_cost_dollars,fixed_profit,adaptive_profit,profit_gain,direct_cost_saving_percent,matched_utility_cost_saving_percent,reward_model,generator
71,0.1,494,0.5943443146928319,0.5942151663876839,-0.021729543289184493,409851.515,325183.8875,0.040985151500000004,0.03251838875,0.5533591631928318,0.5616967776376839,0.008337614444852037,20.6581223690243,19.920518332663228,fsfairx_llama3_rm,qwen35_9b
71,0.2,260,0.5643427848360384,0.5739642965240954,1.7049055904652732,215770.4025,189994.19,0.043154080500000004,0.03799883800000001,0.5211887043360384,0.5359654585240954,0.014776754188057017,11.946129868298316,29.19113059416274,fsfairx_llama3_rm,qwen35_9b
71,0.5,106,0.529497572973583,0.545634209495108,3.0475373911355095,87946.07,88743.0125,0.043973035,0.04437150625,0.485524537973583,0.501262703245108,0.015738165271524995,-0.9061718164324883,29.364245013266743,fsfairx_llama3_rm,qwen35_9b
71,1.0,73,0.510207790365386,0.5130934873854033,0.5655925045657751,60506.7275,48670.95,0.060506727499999996,0.04867095,0.449701062865386,0.4644225373854033,0.014721474520017264,19.56109343378388,21.27023044338405,fsfairx_llama3_rm,qwen35_9b
71,2.0,34,0.46706500461331174,0.4769246974700259,2.1109894253107493,28173.405,26396.115,0.05634681,0.05279223,0.4107181946133117,0.4241324674700259,0.013414272856714204,6.308396162977092,20.066509476449525,fsfairx_llama3_rm,qwen35_9b
71,5.0,21,0.4354463576295587,0.41657373649473095,-4.334086347068032,17406.015,11640.22,0.087030075,0.0582011,0.3484162826295587,0.35837263649473095,0.00995635386517224,33.12530179940671,15.682275029620552,fsfairx_llama3_rm,qwen35_9b
71,10.0,10,0.37316084426848906,0.3809487236443647,2.087003364766826,8300.6375,6533.59,0.08300637500000001,0.0653359,0.29015446926848903,0.3156128236443647,0.02545835437587568,21.2880938361662,27.891588377858678,fsfairx_llama3_rm,qwen35_9b
72,0.1,407,0.5852658763164371,0.6010736115352568,2.700949407525841,313266.5325,324024.125,0.03132665325,0.032402412500000005,0.5539392230664371,0.5686711990352569,0.01473197596881981,-3.434006312180826,23.696771950193153,fsfairx_llama3_rm,qwen35_9b
72,0.2,210,0.5554491501897161,0.5800592009852398,4.430657745559252,161667.7675,189289.505,0.0323335535,0.037857901000000006,0.5231155966897161,0.5422012999852398,0.019085703295523726,-17.085494484854568,32.33965479487705,fsfairx_llama3_rm,qwen35_9b
72,0.5,107,0.5280146118291662,0.5461259072235196,3.4300746586560633,82360.4175,87665.2575,0.041180208749999996,0.04383262875,0.4868344030791662,0.5022932784735196,0.015458875394353366,-6.441006688680284,31.279009431811456,fsfairx_llama3_rm,qwen35_9b
72,1.0,63,0.49997043322826257,0.5163277557731093,3.271657973698369,48469.5025,48111.065,0.0484695025,0.048111065,0.4515009307282626,0.4682166907731093,0.016715760044846706,0.7395114071987896,24.773014897710965,fsfairx_llama3_rm,qwen35_9b
72,2.0,33,0.4639975079605636,0.47816029551595113,3.052341297615602,25402.095,26035.535,0.05080419,0.05207107,0.4131933179605636,0.42608922551595113,0.012895907555387554,-2.493652590465456,18.679495778832987,fsfairx_llama3_rm,qwen35_9b
