config_id,divisor_id,divisor,family,calibration,confidence_scale,reward_prior_strength,cost_prior_strength,cap_factor,tail_quantile,tail_decay,development_splits,profile_accuracy,profile_log_chars,profile_chars_geomean
0,0,25000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.0,5,0.2678571428571429,8.248946887895315,3823.5970241151
0,1,35000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.0,5,0.2779761904761905,8.7348215071927,6215.624659075237
0,2,50000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.0,5,0.2863095238095238,9.216069741157224,10057.458134066605
0,3,70000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.0,5,0.2863095238095238,9.563694557264913,14238.353556726057
0,4,100000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.0,5,0.294047619047619,9.955741739526346,21072.870619112993
0,5,140000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.0,5,0.2994047619047619,10.26310942358844,28655.75067348009
0,6,200000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.0,5,0.3154761904761905,10.512115055596658,36758.14289962134
0,7,280000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.0,5,0.3303571428571429,10.748955079470354,46581.329227336944
0,8,400000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.0,5,0.3410714285714286,10.889882622626772,53631.00453415657
0,9,560000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.0,5,0.34404761904761905,11.001099040058126,59939.98196929975
0,10,700000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.0,5,0.3488095238095238,11.092779151429696,65695.06920011257
0,11,1000000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.0,5,0.3601190476190476,11.198392577734468,73012.98475977253
0,12,1400000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.0,5,0.3636904761904762,11.285998941971608,79697.93397908474
0,13,2000000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.0,5,0.36428571428571427,11.370921209565886,86761.75644145069
0,14,2800000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.0,5,0.369047619047619,11.43226242421296,92250.44854920515
0,15,4000000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.0,5,0.3702380952380952,11.496555637464835,98376.34299959439
0,16,5600000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.0,5,0.3720238095238095,11.542425787749524,102993.97679150708
0,17,7000000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.0,5,0.375,11.573859376224824,106282.86708526377
0,18,10000000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.0,5,0.3785714285714285,11.610977450989918,110302.01252440005
1,0,25000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.25,5,0.2642857142857143,8.01666023632669,3031.037461175491
1,1,35000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.25,5,0.27083333333333337,8.221533459391882,3720.202790631069
1,2,50000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.25,5,0.27976190476190477,8.58400409844212,5345.466505140818
1,3,70000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.25,5,0.2839285714285714,8.99739457490911,8081.999428365749
1,4,100000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.25,5,0.28809523809523807,9.503998583595031,13413.2537588288
1,5,140000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.25,5,0.2928571428571428,9.79697922398204,17979.35122060196
1,6,200000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.25,5,0.3011904761904762,10.069469642612484,23611.039158770203
1,7,280000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.25,5,0.3125,10.254682571053332,28415.287485162036
1,8,400000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.25,5,0.32738095238095244,10.502825949217662,36418.273584911294
1,9,560000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.25,5,0.3327380952380953,10.662088327900438,42705.72767890937
1,10,700000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.25,5,0.33690476190476193,10.817239604976281,49873.22701437213
1,11,1000000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.25,5,0.34285714285714286,10.980130042050284,58696.18675080431
1,12,1400000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.25,5,0.35119047619047616,11.091147998968907,65587.99787489296
1,13,2000000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.25,5,0.3583333333333333,11.187470776002538,72219.89031025936
1,14,2800000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.25,5,0.36011904761904756,11.285910479805391,79690.88403903307
1,15,4000000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.25,5,0.36428571428571427,11.359029666581133,85736.13547913113
1,16,5600000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.25,5,0.3684523809523809,11.427372569068911,91800.45830900228
1,17,7000000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.25,5,0.3702380952380952,11.465041559637346,95324.44472506373
1,18,10000000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.25,5,0.37202380952380953,11.517573222507842,100465.85751153443
2,0,25000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.5,5,0.25833333333333336,7.898663699458714,2693.6803556282402
2,1,35000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.5,5,0.2648809523809524,8.02947826124698,3070.1394446106247
2,2,50000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.5,5,0.27142857142857146,8.213306468525193,3689.722269652694
2,3,70000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.5,5,0.2779761904761905,8.427794616648105,4572.405059347314
2,4,100000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.5,5,0.2857142857142857,8.714427369319885,6090.146214226285
2,5,140000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.5,5,0.28988095238095235,9.02825521627467,8335.303575311524
2,6,200000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.5,5,0.2922619047619047,9.409198597494164,12200.089874959403
2,7,280000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.5,5,0.2952380952380952,9.74584568518528,17083.112564327414
2,8,400000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.5,5,0.30952380952380953,10.029983576421767,22696.898777876828
2,9,560000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.5,5,0.32142857142857134,10.25571132320717,28444.534814911603
2,10,700000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.5,5,0.325,10.368349600604578,31835.891652051854
2,11,1000000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.5,5,0.33392857142857146,10.545025432146755,37987.99364779577
2,12,1400000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.5,5,0.33630952380952384,10.738647536461768,46103.656219671844
2,13,2000000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.5,5,0.3386904761904762,10.905971842446762,54500.8644747068
2,14,2800000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.5,5,0.35119047619047616,11.06005008191438,63579.73598139285
2,15,4000000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.5,5,0.3553571428571428,11.163953680515224,70541.30336023515
2,16,5600000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.5,5,0.35833333333333334,11.247849671793608,76714.7803203377
2,17,7000000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.5,5,0.3630952380952381,11.304006841683863,81146.12670078184
2,18,10000000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,0.5,5,0.36428571428571427,11.378989541609348,87464.61071907726
3,0,25000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,1.0,5,0.25059523809523815,7.750206534307199,2322.0519484797137
3,1,35000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,1.0,5,0.2571428571428572,7.857658030766086,2585.4582158906633
3,2,50000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,1.0,5,0.2619047619047619,7.977257806918504,2913.9295408078633
3,3,70000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,1.0,5,0.2678571428571429,8.106091933457723,3314.5990114812857
3,4,100000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,1.0,5,0.2761904761904762,8.263700349562404,3880.4265011863536
3,5,140000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,1.0,5,0.2767857142857143,8.430606658927333,4585.280950983021
3,6,200000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,1.0,5,0.2833333333333333,8.613638618946132,5506.247407997526
3,7,280000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,1.0,5,0.28869047619047616,8.782784295074723,6521.008331766521
3,8,400000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,1.0,5,0.29285714285714287,8.978602287816257,7931.538356570928
3,9,560000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,1.0,5,0.2988095238095238,9.171250468133447,9616.642479485161
3,10,700000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,1.0,5,0.29940476190476184,9.298475621935914,10921.358233658038
3,11,1000000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,1.0,5,0.30357142857142855,9.515273728721635,13565.345961133607
3,12,1400000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,1.0,5,0.3107142857142857,9.72690334977909,16762.56406956816
3,13,2000000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,1.0,5,0.31547619047619047,9.960861673336208,21181.038993032827
3,14,2800000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,1.0,5,0.3220238095238095,10.1674635020139,26041.937596287124
3,15,4000000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,1.0,5,0.3291666666666667,10.374953589790195,32046.83129114795
3,16,5600000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,1.0,5,0.33571428571428574,10.545856789004281,38019.58835823839
3,17,7000000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,1.0,5,0.33690476190476193,10.653822202623314,42354.17178816334
3,18,10000000.0,gaussian,bounded_identity,0.0,5.0,0.0,,,1.0,5,0.3416666666666667,10.798683490068388,48956.307227580895
4,0,25000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.0,5,0.2660714285714286,8.146781575730596,3452.250360294559
4,1,35000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.0,5,0.27202380952380956,8.3933181244889,4417.451055674522
4,2,50000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.0,5,0.2839285714285714,8.892202212184495,7275.022699088845
4,3,70000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.0,5,0.2869047619047619,9.336538015983757,11345.06374512264
4,4,100000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.0,5,0.29702380952380947,9.881256780558708,19560.290213284174
4,5,140000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.0,5,0.30416666666666664,10.207105286342834,27095.021631101914
4,6,200000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.0,5,0.31607142857142856,10.47743656420203,35505.275292132355
4,7,280000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.0,5,0.33154761904761904,10.72638473877458,45541.748731177635
4,8,400000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.0,5,0.3398809523809524,10.879993068604646,53103.23183733814
4,9,560000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.0,5,0.34404761904761905,11.002737377920315,60038.264399148284
4,10,700000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.0,5,0.3494047619047619,11.080184221282199,64872.83326399265
4,11,1000000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.0,5,0.3607142857142857,11.188044372179931,72261.32724617099
4,12,1400000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.0,5,0.36428571428571427,11.278754007557179,79122.61426772662
4,13,2000000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.0,5,0.36547619047619045,11.375262008527207,87139.1903734533
4,14,2800000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.0,5,0.369047619047619,11.433656257153263,92379.11991551366
4,15,4000000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.0,5,0.3702380952380952,11.49816092069489,98534.39171578242
4,16,5600000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.0,5,0.37083333333333335,11.546162141275376,103379.5185113915
4,17,7000000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.0,5,0.37559523809523804,11.575747062773658,106483.685305126
4,18,10000000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.0,5,0.37976190476190474,11.612050611185731,110420.44779240053
5,0,25000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.25,5,0.2613095238095238,8.002881688683507,2989.5605689674094
5,1,35000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.25,5,0.26547619047619053,8.129765632678039,3394.0040282862356
5,2,50000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.25,5,0.2755952380952381,8.410009984855495,4491.805361352224
5,3,70000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.25,5,0.28214285714285714,8.78518289727593,6536.668410346581
5,4,100000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.25,5,0.2851190476190476,9.401320113990035,12104.349308588633
5,5,140000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.25,5,0.294047619047619,9.743032230308831,17035.117545547015
5,6,200000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.25,5,0.3053571428571429,10.040638147983877,22940.0173724804
5,7,280000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.25,5,0.3136904761904762,10.227227657754193,27645.7602198144
5,8,400000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.25,5,0.3267857142857143,10.47037654483979,35255.49014262493
5,9,560000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.25,5,0.3321428571428572,10.665827767865064,42865.72214211625
5,10,700000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.25,5,0.33511904761904765,10.81247597694065,49636.21447990959
5,11,1000000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.25,5,0.34226190476190477,10.967462686341008,57957.3507035246
5,12,1400000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.25,5,0.35119047619047616,11.084831456792456,65175.01420754889
5,13,2000000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.25,5,0.3577380952380952,11.195821169217592,72825.47972825363
5,14,2800000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.25,5,0.3613095238095238,11.28156140133346,79345.05469542487
5,15,4000000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.25,5,0.3625,11.356985534551221,85561.05849967097
5,16,5600000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.25,5,0.3684523809523809,11.431443664987235,92174.94855575406
5,17,7000000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.25,5,0.369047619047619,11.465552480688839,95373.16043447667
5,18,10000000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.25,5,0.37202380952380953,11.519978765851743,100707.82339939533
6,0,25000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.5,5,0.2553571428571429,7.877646188092953,2637.656699343747
6,1,35000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.5,5,0.26011904761904764,8.006712715062346,3001.0356209469605
6,2,50000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.5,5,0.2696428571428572,8.154317981850792,3478.366207243448
6,3,70000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.5,5,0.27380952380952384,8.335499278458677,4169.282670191675
6,4,100000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.5,5,0.2833333333333333,8.621016042358873,5547.019538252692
6,5,140000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.5,5,0.28988095238095235,8.968605548410276,7852.643835539978
6,6,200000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.5,5,0.294047619047619,9.371405401459423,11747.613604541915
6,7,280000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.5,5,0.29761904761904756,9.726556340486894,16756.748313194115
6,8,400000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.5,5,0.3101190476190476,10.005947615261231,22157.861095935405
6,9,560000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.5,5,0.3190476190476191,10.249018052730596,28254.78358636506
6,10,700000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.5,5,0.32440476190476186,10.358877357125905,31535.758048328786
6,11,1000000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.5,5,0.33333333333333337,10.530587182937346,37443.45408714878
6,12,1400000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.5,5,0.33392857142857146,10.728754066506124,45649.77998957954
6,13,2000000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.5,5,0.33690476190476193,10.903083048330826,54343.6498877171
6,14,2800000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.5,5,0.35059523809523807,11.059768522824786,63561.83704873517
6,15,4000000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.5,5,0.3547619047619047,11.16257191792425,70443.89933624925
6,16,5600000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.5,5,0.3577380952380952,11.244838830175425,76484.1516344663
6,17,7000000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.5,5,0.36011904761904756,11.305776446084394,81289.85037319327
6,18,10000000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,0.5,5,0.3636904761904762,11.379919772736862,87546.0108771346
7,0,25000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,1.0,5,0.24107142857142855,7.736428633973527,2290.27833761768
7,1,35000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,1.0,5,0.25059523809523815,7.830625752780345,2516.5035899506915
7,2,50000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,1.0,5,0.2571428571428572,7.95013876075608,2835.968444298679
7,3,70000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,1.0,5,0.2660714285714286,8.076642302479884,3218.408631259288
7,4,100000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,1.0,5,0.27261904761904765,8.236443961308392,3776.0884879831838
7,5,140000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,1.0,5,0.2755952380952381,8.389549878852288,4400.836338836435
7,6,200000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,1.0,5,0.2833333333333333,8.577507414355878,5310.851261863502
7,7,280000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,1.0,5,0.2880952380952381,8.752982072084468,6329.535122540954
7,8,400000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,1.0,5,0.29464285714285715,8.948662508190534,7697.589510066911
7,9,560000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,1.0,5,0.2976190476190476,9.144780852987244,9365.43302990247
7,10,700000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,1.0,5,0.3005952380952381,9.278621496467554,10706.662566816756
7,11,1000000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,1.0,5,0.3053571428571428,9.495672780185622,13302.04125410535
7,12,1400000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,1.0,5,0.3113095238095238,9.714410069643188,16554.447397724864
7,13,2000000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,1.0,5,0.31726190476190474,9.94536544819273,20855.342891587752
7,14,2800000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,1.0,5,0.3190476190476191,10.15763188615306,25787.157770518912
7,15,4000000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,1.0,5,0.32678571428571435,10.366798029411466,31786.534300281895
7,16,5600000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,1.0,5,0.33511904761904765,10.544900055928505,37983.23115537118
7,17,7000000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,1.0,5,0.33690476190476193,10.650508649635126,42214.06125570607
7,18,10000000.0,gaussian,bounded_identity,0.0,5.0,10.0,,,1.0,5,0.3410714285714286,10.791015728357987,48582.35744065048
8,0,25000.0,gaussian,bounded_identity,0.0,20.0,0.0,,,0.0,5,0.28928571428571426,8.59912162816817,5426.890669327848
8,1,35000.0,gaussian,bounded_identity,0.0,20.0,0.0,,,0.0,5,0.28928571428571426,8.894448353665096,7291.381794889571
8,2,50000.0,gaussian,bounded_identity,0.0,20.0,0.0,,,0.0,5,0.29583333333333334,9.133408167610302,9259.52627024103
8,3,70000.0,gaussian,bounded_identity,0.0,20.0,0.0,,,0.0,5,0.3,9.574185329054135,14388.511131824001
8,4,100000.0,gaussian,bounded_identity,0.0,20.0,0.0,,,0.0,5,0.30297619047619045,9.960876284502493,21181.3484749766
8,5,140000.0,gaussian,bounded_identity,0.0,20.0,0.0,,,0.0,5,0.3119047619047619,10.350297032861986,31266.328567513403
8,6,200000.0,gaussian,bounded_identity,0.0,20.0,0.0,,,0.0,5,0.3315476190476191,10.67566939686165,43289.67343989698
8,7,280000.0,gaussian,bounded_identity,0.0,20.0,0.0,,,0.0,5,0.34523809523809523,10.889288297892083,53599.13977156196
8,8,400000.0,gaussian,bounded_identity,0.0,20.0,0.0,,,0.0,5,0.35416666666666663,11.040494664960118,62348.48577705557
