split,grid,divisor,config_id,grid_config_id,family,calibration,confidence_scale,reward_prior_strength,cost_prior_strength,cap_factor,tail_quantile,tail_decay,adaptive_utility,fixed_utility,utility_gap,relative_utility_gain_pct,adaptive_accuracy,adaptive_chars,adaptive_opens,fixed_n
60,exp_tail_current,100000.0,223,223,shifted_exponential,bounded_identity,0.8,5.0,10.0,,0.75,0.0,0.17546791666666664,0.24500880952380952,-0.06954089285714288,-28.383017325907627,0.2916666666666667,11619.875,26.178571428571427,11
60,exp_tail_uncapped_decay,100000.0,377,125,shifted_exponential,bounded_identity,0.8,5.0,10.0,,0.75,0.25,0.21577380952380953,0.24500880952380952,-0.029234999999999983,-11.932224011381509,0.2916666666666667,7589.285714285715,16.142857142857142,11
60,exp_tail_current,200000.0,172,172,shifted_exponential,bounded_identity,0.2,5.0,0.0,1.5,0.75,0.0,0.24843916666666668,0.2523734226190476,-0.003934255952380922,-1.558902641788711,0.2857142857142857,7455.023809523809,16.095238095238095,21
60,exp_tail_uncapped_decay,200000.0,348,96,shifted_exponential,bounded_identity,0.2,5.0,0.0,,0.75,0.0,0.2244398214285714,0.2523734226190476,-0.027933601190476193,-11.068360883880144,0.27976190476190477,11064.416666666666,27.238095238095237,21
60,exp_tail_current,300000.0,174,174,shifted_exponential,bounded_identity,0.2,5.0,0.0,,0.75,0.0,0.24241599206349201,0.27217593253968253,-0.029759940476190516,-10.93408230422857,0.2976190476190476,16560.916666666668,43.107142857142854,31
60,exp_tail_uncapped_decay,300000.0,358,106,shifted_exponential,bounded_identity,0.2,20.0,0.0,,0.75,0.5,0.2604429563492064,0.27217593253968253,-0.011732976190476141,-4.310805911821577,0.2916666666666667,9367.113095238095,22.142857142857142,31
60,exp_tail_current,400000.0,132,132,shifted_exponential,bounded_identity,0.0,5.0,0.0,,0.75,0.0,0.25202217261904764,0.26829828869047617,-0.016276116071428537,-6.066425600725903,0.2857142857142857,13476.845238095239,34.0,40
60,exp_tail_uncapped_decay,400000.0,324,72,shifted_exponential,bounded_identity,0.0,5.0,0.0,,0.75,0.0,0.25202217261904764,0.26829828869047617,-0.016276116071428537,-6.066425600725903,0.2857142857142857,13476.845238095239,34.0,40
60,exp_tail_current,500000.0,138,138,shifted_exponential,bounded_identity,0.0,5.0,10.0,2.0,0.75,0.0,0.26976798809523805,0.2868540714285714,-0.017086083333333335,-5.9563677267128785,0.2916666666666667,10949.339285714286,24.226190476190474,49
60,exp_tail_uncapped_decay,500000.0,328,76,shifted_exponential,bounded_identity,0.0,5.0,10.0,,0.75,0.0,0.26324708333333335,0.2868540714285714,-0.023606988095238035,-8.229615838350176,0.2916666666666667,14209.791666666666,33.601190476190474,49
60,exp_tail_current,600000.0,181,181,shifted_exponential,bounded_identity,0.2,5.0,10.0,,0.75,0.0,0.2748500297619047,0.2870992658730159,-0.012249236111111172,-4.266550830028599,0.3333333333333333,35089.982142857145,85.4702380952381,58
60,exp_tail_uncapped_decay,600000.0,387,135,shifted_exponential,bounded_identity,0.8,20.0,10.0,,0.75,1.0,0.2853763988095238,0.2870992658730159,-0.0017228670634920618,-0.6000945555374867,0.30357142857142855,10917.017857142857,24.595238095238095,58
60,exp_tail_current,700000.0,26,26,shifted_exponential,bounded_identity,0.0,20.0,10.0,2.0,0.5,0.0,0.2887006887755102,0.29249466836734694,-0.003793979591836749,-1.2971106834234163,0.31547619047619047,18742.85119047619,42.94642857142857,68
60,exp_tail_uncapped_decay,700000.0,349,97,shifted_exponential,bounded_identity,0.2,5.0,0.0,,0.75,0.25,0.2800535714285714,0.29249466836734694,-0.012441096938775542,-4.253444005738472,0.31547619047619047,24795.833333333332,59.791666666666664,68
60,exp_tail_current,800000.0,173,173,shifted_exponential,bounded_identity,0.2,5.0,0.0,2.0,0.75,0.0,0.2929889211309524,0.29316859375000004,-0.00017967261904766607,-0.061286448438908216,0.32142857142857145,22751.720238095237,55.36904761904762,77
60,exp_tail_uncapped_decay,800000.0,349,97,shifted_exponential,bounded_identity,0.2,5.0,0.0,,0.75,0.25,0.28067261904761903,0.29316859375000004,-0.012495974702381007,-4.262385183399614,0.31547619047619047,27842.85714285714,69.89285714285714,77
60,exp_tail_current,900000.0,173,173,shifted_exponential,bounded_identity,0.2,5.0,0.0,2.0,0.75,0.0,0.29349847222222225,0.29943513227513224,-0.005936660052909992,-1.982619743983537,0.32142857142857145,25137.089285714286,61.73809523809524,86
60,exp_tail_uncapped_decay,900000.0,353,101,shifted_exponential,bounded_identity,0.2,5.0,10.0,,0.75,0.25,0.2905284325396825,0.29943513227513224,-0.008906699735449719,-2.9745005763939245,0.32142857142857145,27810.125,66.76190476190476,86
60,exp_tail_current,1000000.0,208,208,shifted_exponential,bounded_identity,0.2,1000000.0,10.0,2.0,0.75,0.0,0.2891836309523809,0.31108676785714284,-0.021903136904761922,-7.040844924275363,0.3273809523809524,38197.32142857143,89.56547619047619,96
60,exp_tail_uncapped_decay,1000000.0,325,73,shifted_exponential,bounded_identity,0.0,5.0,0.0,,0.75,0.25,0.2791781428571428,0.31108676785714284,-0.031908625000000024,-10.257146332451239,0.2976190476190476,18440.904761904763,47.404761904761905,96
61,exp_tail_current,100000.0,131,131,shifted_exponential,bounded_identity,0.0,5.0,0.0,2.0,0.75,0.0,0.30695404761904765,0.3076534523809523,-0.000699404761904665,-0.22733525546094835,0.35119047619047616,4423.642857142857,9.148809523809524,9
61,exp_tail_uncapped_decay,100000.0,371,119,shifted_exponential,bounded_identity,0.2,1000000.0,10.0,,0.75,1.0,0.32469375,0.3076534523809523,0.017040297619047684,5.538796164051334,0.375,5030.625,10.244047619047619,9
61,exp_tail_current,200000.0,5,5,shifted_exponential,bounded_identity,0.0,5.0,0.0,2.0,0.5,0.0,0.3494929464285714,0.34716949404761904,0.0023234523809523844,0.6692559170056834,0.38095238095238093,6291.886904761905,13.142857142857142,16
61,exp_tail_uncapped_decay,200000.0,287,35,shifted_exponential,bounded_identity,0.2,20.0,0.0,,0.5,1.0,0.3646914880952381,0.34716949404761904,0.01752199404761906,5.04710072400995,0.39285714285714285,5633.130952380952,11.630952380952381,16
61,exp_tail_current,300000.0,13,13,shifted_exponential,bounded_identity,0.0,5.0,10.0,,0.5,0.0,0.34538246031746034,0.35660976190476196,-0.011227301587301619,-3.1483438723979855,0.38095238095238093,10670.97619047619,29.80952380952381,22
61,exp_tail_uncapped_decay,300000.0,256,4,shifted_exponential,bounded_identity,0.0,5.0,10.0,,0.5,0.0,0.34538246031746034,0.35660976190476196,-0.011227301587301619,-3.1483438723979855,0.38095238095238093,10670.97619047619,29.80952380952381,22
61,exp_tail_current,400000.0,13,13,shifted_exponential,bounded_identity,0.0,5.0,10.0,,0.5,0.0,0.3640659970238095,0.37585178571428574,-0.011785788690476251,-3.1357543421213245,0.39880952380952384,13897.410714285714,36.875,28
61,exp_tail_uncapped_decay,400000.0,265,13,shifted_exponential,bounded_identity,0.0,20.0,10.0,,0.5,0.25,0.3809985416666667,0.37585178571428574,0.005146755952380955,1.369357855410964,0.4226190476190476,16648.20238095238,41.642857142857146,28
61,exp_tail_current,500000.0,6,6,shifted_exponential,bounded_identity,0.0,5.0,0.0,,0.5,0.0,0.3686526309523809,0.38291461904761903,-0.014261988095238154,-3.7245869929725877,0.40476190476190477,18054.636904761905,49.88095238095238,34
61,exp_tail_uncapped_decay,500000.0,257,5,shifted_exponential,bounded_identity,0.0,5.0,10.0,,0.5,0.25,0.35592173809523814,0.38291461904761903,-0.026992880952380893,-7.049321078290844,0.375,9539.130952380952,25.74404761904762,34
61,exp_tail_current,600000.0,13,13,shifted_exponential,bounded_identity,0.0,5.0,10.0,,0.5,0.0,0.38143624007936505,0.377082003968254,0.004354236111111076,1.1547186196341668,0.4107142857142857,17566.82738095238,44.898809523809526,41
61,exp_tail_uncapped_decay,600000.0,253,1,shifted_exponential,bounded_identity,0.0,5.0,0.0,,0.5,0.25,0.37215831349206346,0.377082003968254,-0.004923690476190512,-1.3057346742553726,0.39285714285714285,12419.297619047618,36.45238095238095,41
61,exp_tail_current,700000.0,13,13,shifted_exponential,bounded_identity,0.0,5.0,10.0,,0.5,0.0,0.3888348979591837,0.3823788860544218,0.006456011904761916,1.688380854753332,0.4166666666666667,19482.238095238095,50.07142857142857,48
61,exp_tail_uncapped_decay,700000.0,306,54,shifted_exponential,bounded_identity,0.8,5.0,10.0,,0.5,0.5,0.39171705782312927,0.3823788860544218,0.009338171768707493,2.4421253655146757,0.4226190476190476,21631.39285714286,62.958333333333336,48
61,exp_tail_current,800000.0,12,12,shifted_exponential,bounded_identity,0.0,5.0,10.0,2.0,0.5,0.0,0.40460860863095244,0.39296002976190475,0.011648578869047688,2.9643164665132953,0.4226190476190476,14408.35119047619,31.589285714285715,57
61,exp_tail_uncapped_decay,800000.0,306,54,shifted_exponential,bounded_identity,0.8,5.0,10.0,,0.5,0.5,0.403649568452381,0.39296002976190475,0.01068953869047623,2.720261064962012,0.43452380952380953,24699.39285714286,68.9047619047619,57
61,exp_tail_current,900000.0,5,5,shifted_exponential,bounded_identity,0.0,5.0,0.0,2.0,0.5,0.0,0.410932123015873,0.39732408730158725,0.01360803571428576,3.424920901902591,0.42857142857142855,15875.375,36.107142857142854,67
61,exp_tail_uncapped_decay,900000.0,306,54,shifted_exponential,bounded_identity,0.8,5.0,10.0,,0.5,0.5,0.4236441534391534,0.39732408730158725,0.026320066137566156,6.624331868807142,0.4523809523809524,25863.119047619046,72.26190476190476,67
61,exp_tail_current,1000000.0,11,11,shifted_exponential,bounded_identity,0.0,5.0,10.0,1.5,0.5,0.0,0.4127162619047619,0.40768694047619036,0.005029321428571543,1.2336233833482984,0.42857142857142855,15855.166666666666,34.273809523809526,78
